Season,Home Team,Away Team,Score,Month,Year,WeekOfYear,TotalShotsPerHomeTeam,TotalSoTPerHomeTeam,TotalPassesPerHomeTeam,TotalAccurPerHomeTeam,TotalInaccurPerHomeTeam,TotalShotsPerAwayTeam,TotalSoTPerAwayTeam,TotalPassesPerAwayTeam,TotalAccurPerAwayTeam,TotalInaccurPerAwayTeam,ShotsHomeAway_diff,SoTHomeAway_diff,TotalShotsPerMatch,TotalSoTPerMatch,TotalPassesPerMatch,TotalAccurPerMatch,TotalInaccurPerMatch,AccurPassesHome,AccurPassesAway,AccurPassesMatch,ShotsPerHalf1Home,ShotsPerHalf2Home,SoTPerHalf1Home,SoTPerHalf2Home,PassesPerHalf1Home,PassesPerHalf2Home,AccurPerHalf1Home,AccurPerHalf2Home,InaccurPerHalf1Home,InaccurPerHalf2Home,AccurPassesPerHalf1Home,AccurPassesPerHalf2Home,ShotsPerHalf1Away,ShotsPerHalf2Away,SoTPerHalf1Away,SoTPerHalf2Away,PassesPerHalf1Away,PassesPerHalf2Away,AccurPerHalf1Away,AccurPerHalf2Away,InaccurPerHalf1Away,InaccurPerHalf2Away,AccurPassesPerHalf1Away,AccurPassesPerHalf2Away,ShotsHalf1_diff,ShotsHalf2_diff,SoTHalf1_diff,SoTHalf2_diff
1,Sombrero,Backward,Home Win,2,2017,32,16.0,3.0,289.0,208.0,81.0,11.0,1.0,335.0,248.0,87.0,5.0,2.0,27.0,4.0,624.0,456.0,168.0,0.7197,0.74,0.731,6.0,10.0,1.0,2.0,186.0,103.0,141.0,67.0,45.0,36.0,0.7583,0.6504,2.0,9.0,0.0,1.0,165.0,170.0,123.0,125.0,42.0,45.0,0.7456,0.7354,4.0,1.0,1.0,1.0
1,Eye of Sauron,Backward,Away win,11,2016,314,16.0,3.0,655.0,524.0,131.0,5.0,1.0,331.0,218.0,113.0,11.0,2.0,21.0,4.0,986.0,742.0,244.0,0.8,0.6587,0.7524,5.0,11.0,1.0,2.0,331.0,324.0,264.0,260.0,67.0,64.0,0.7974,0.8022,1.0,4.0,0.0,1.0,171.0,160.0,114.0,104.0,57.0,56.0,0.6665,0.65,4.0,7.0,1.0,1.0
1,Fireworks,Backward,Home Win,1,2017,17,14.0,4.0,511.0,401.0,110.0,20.0,8.0,487.0,383.0,104.0,-6.0,-4.0,34.0,12.0,998.0,784.0,214.0,0.7847,0.7866,0.7856,9.0,5.0,2.0,2.0,308.0,203.0,254.0,147.0,54.0,56.0,0.8247,0.724,4.0,16.0,2.0,6.0,246.0,241.0,202.0,181.0,44.0,60.0,0.8213,0.751,5.0,-11.0,0.0,-4.0
1,Medusa Merger,Backward,Away win,8,2017,242,12.0,3.0,655.0,563.0,92.0,4.0,1.0,296.0,203.0,93.0,8.0,2.0,16.0,4.0,951.0,766.0,185.0,0.8594,0.686,0.8057,3.0,9.0,1.0,2.0,364.0,291.0,319.0,244.0,45.0,47.0,0.8765,0.8384,2.0,2.0,1.0,0.0,183.0,113.0,136.0,67.0,47.0,46.0,0.743,0.593,1.0,7.0,0.0,2.0
1,Milky Way,Backward,Home Win,9,2017,245,11.0,5.0,473.0,386.0,87.0,7.0,2.0,333.0,255.0,78.0,4.0,3.0,18.0,7.0,806.0,641.0,165.0,0.816,0.7656,0.7954,5.0,6.0,1.0,4.0,184.0,289.0,143.0,243.0,41.0,46.0,0.7773,0.841,3.0,4.0,0.0,2.0,136.0,197.0,103.0,152.0,33.0,45.0,0.7573,0.7715,2.0,2.0,1.0,2.0
1,Backward,Cartwheel,Draw,8,2016,216,14.0,5.0,364.0,255.0,109.0,10.0,1.0,547.0,450.0,97.0,4.0,4.0,24.0,6.0,911.0,705.0,206.0,0.7007,0.8228,0.774,10.0,4.0,2.0,3.0,199.0,165.0,149.0,106.0,50.0,59.0,0.7485,0.6426,3.0,7.0,0.0,1.0,221.0,326.0,183.0,267.0,38.0,59.0,0.828,0.819,7.0,-3.0,2.0,2.0
1,Butterfly,Backward,Away win,8,2016,219,12.0,3.0,478.0,383.0,95.0,9.0,2.0,324.0,252.0,72.0,3.0,1.0,21.0,5.0,802.0,635.0,167.0,0.8013,0.778,0.792,2.0,10.0,0.0,3.0,214.0,264.0,166.0,217.0,48.0,47.0,0.776,0.822,6.0,3.0,0.0,2.0,221.0,103.0,181.0,71.0,40.0,32.0,0.819,0.6895,-4.0,7.0,0.0,1.0
1,Cosmos Redshift 7,Backward,Draw,8,2017,230,9.0,4.0,559.0,478.0,81.0,11.0,4.0,296.0,212.0,84.0,-2.0,0.0,20.0,8.0,855.0,690.0,165.0,0.855,0.7163,0.807,4.0,5.0,2.0,2.0,277.0,282.0,235.0,243.0,42.0,39.0,0.848,0.862,4.0,7.0,2.0,2.0,184.0,112.0,139.0,73.0,45.0,39.0,0.7554,0.652,0.0,-2.0,0.0,0.0
2,Backward,Circinus,Home Win,12,2017,340,13.0,3.0,345.0,264.0,81.0,11.0,3.0,464.0,391.0,73.0,2.0,0.0,24.0,6.0,809.0,655.0,154.0,0.765,0.843,0.8096,6.0,7.0,2.0,1.0,193.0,152.0,158.0,106.0,35.0,46.0,0.819,0.6973,7.0,4.0,3.0,0.0,211.0,253.0,175.0,216.0,36.0,37.0,0.8296,0.8535,-1.0,3.0,-1.0,1.0
2,Backward,Cartwheel,Draw,1,2018,31,4.0,0.0,272.0,217.0,55.0,13.0,4.0,671.0,599.0,72.0,-9.0,-4.0,17.0,4.0,943.0,816.0,127.0,0.798,0.8926,0.865,2.0,2.0,0.0,0.0,120.0,152.0,94.0,123.0,26.0,29.0,0.783,0.809,8.0,5.0,2.0,2.0,415.0,256.0,376.0,223.0,39.0,33.0,0.9062,0.871,-6.0,-3.0,-2.0,-2.0
2,Backward,Sunflower,Away win,4,2018,118,7.0,0.0,484.0,379.0,105.0,5.0,2.0,441.0,342.0,99.0,2.0,-2.0,12.0,2.0,925.0,721.0,204.0,0.783,0.7754,0.7793,4.0,3.0,0.0,0.0,261.0,223.0,210.0,169.0,51.0,54.0,0.8047,0.758,1.0,4.0,0.0,2.0,177.0,264.0,133.0,209.0,44.0,55.0,0.7515,0.7915,3.0,-1.0,0.0,-2.0
2,Backward,Coma Pinwheel,Home Win,2,2018,51,10.0,3.0,356.0,279.0,77.0,11.0,3.0,495.0,414.0,81.0,-1.0,0.0,21.0,6.0,851.0,693.0,158.0,0.7837,0.8364,0.8145,3.0,7.0,1.0,2.0,209.0,147.0,172.0,107.0,37.0,40.0,0.8228,0.728,6.0,5.0,2.0,1.0,253.0,242.0,212.0,202.0,41.0,40.0,0.838,0.8345,-3.0,2.0,-1.0,1.0
2,Backward,Cosmos Redshift 7,Away win,6,2018,153,9.0,3.0,317.0,236.0,81.0,11.0,1.0,557.0,471.0,86.0,-2.0,2.0,20.0,4.0,874.0,707.0,167.0,0.7446,0.8457,0.809,4.0,5.0,1.0,2.0,174.0,143.0,135.0,101.0,39.0,42.0,0.776,0.706,1.0,10.0,0.0,1.0,277.0,280.0,243.0,228.0,34.0,52.0,0.8774,0.8145,3.0,-5.0,1.0,1.0
2,Backward,Fireworks,Away win,3,2018,69,9.0,2.0,417.0,286.0,131.0,5.0,1.0,532.0,405.0,127.0,4.0,1.0,14.0,3.0,949.0,691.0,258.0,0.686,0.761,0.728,3.0,6.0,1.0,1.0,175.0,242.0,117.0,169.0,58.0,73.0,0.6685,0.698,0.0,5.0,0.0,1.0,312.0,220.0,253.0,152.0,59.0,68.0,0.811,0.691,3.0,1.0,1.0,0.0
2,Backward,Medusa Merger,Away win,1,2018,9,9.0,3.0,266.0,187.0,79.0,21.0,10.0,619.0,549.0,70.0,-12.0,-7.0,30.0,13.0,885.0,736.0,149.0,0.703,0.8867,0.8315,6.0,3.0,2.0,1.0,138.0,128.0,96.0,91.0,42.0,37.0,0.696,0.711,8.0,13.0,4.0,6.0,322.0,297.0,287.0,262.0,35.0,35.0,0.891,0.8823,-2.0,-10.0,-2.0,-5.0
2,Backward,Milky Way,Away win,12,2017,354,5.0,1.0,387.0,311.0,76.0,14.0,2.0,447.0,372.0,75.0,-9.0,-1.0,19.0,3.0,834.0,683.0,151.0,0.8037,0.832,0.819,2.0,3.0,0.0,1.0,251.0,136.0,212.0,99.0,39.0,37.0,0.8447,0.728,6.0,8.0,1.0,1.0,242.0,205.0,205.0,167.0,37.0,38.0,0.847,0.8145,-4.0,-5.0,-1.0,0.0
2,Backward,Triangulum,Draw,5,2018,138,11.0,6.0,402.0,327.0,75.0,14.0,4.0,621.0,536.0,85.0,-3.0,2.0,25.0,10.0,1023.0,863.0,160.0,0.8135,0.8633,0.8438,6.0,5.0,3.0,3.0,187.0,215.0,148.0,179.0,39.0,36.0,0.7915,0.8325,8.0,6.0,3.0,1.0,313.0,308.0,265.0,271.0,48.0,37.0,0.8467,0.88,-2.0,-1.0,0.0,2.0
2,Cigar,Backward,Draw,1,2018,26,9.0,3.0,454.0,354.0,100.0,8.0,2.0,330.0,240.0,90.0,1.0,1.0,17.0,5.0,784.0,594.0,190.0,0.78,0.727,0.758,3.0,6.0,1.0,2.0,213.0,241.0,170.0,184.0,43.0,57.0,0.7983,0.7637,4.0,4.0,1.0,1.0,192.0,138.0,150.0,90.0,42.0,48.0,0.7812,0.6523,-1.0,2.0,0.0,1.0
2,Circinus,Backward,Away win,4,2018,110,8.0,2.0,476.0,359.0,117.0,9.0,2.0,330.0,226.0,104.0,-1.0,0.0,17.0,4.0,806.0,585.0,221.0,0.7544,0.685,0.7256,3.0,5.0,2.0,0.0,200.0,276.0,154.0,205.0,46.0,71.0,0.77,0.7427,6.0,3.0,2.0,0.0,192.0,138.0,148.0,78.0,44.0,60.0,0.771,0.5654,-3.0,2.0,0.0,0.0
2,Cartwheel,Backward,Draw,4,2018,93,9.0,4.0,667.0,570.0,97.0,8.0,1.0,345.0,239.0,106.0,1.0,3.0,17.0,5.0,1012.0,809.0,203.0,0.8545,0.693,0.7993,5.0,4.0,1.0,3.0,333.0,334.0,285.0,285.0,48.0,49.0,0.856,0.8535,3.0,5.0,1.0,0.0,196.0,149.0,145.0,94.0,51.0,55.0,0.7397,0.631,2.0,-1.0,0.0,3.0
2,Sunflower,Backward,Draw,1,2018,5,16.0,8.0,618.0,529.0,89.0,3.0,0.0,372.0,274.0,98.0,13.0,8.0,19.0,8.0,990.0,803.0,187.0,0.856,0.7363,0.811,9.0,7.0,5.0,3.0,350.0,268.0,304.0,225.0,46.0,43.0,0.8687,0.8394,1.0,2.0,0.0,0.0,246.0,126.0,192.0,82.0,54.0,44.0,0.7803,0.651,8.0,5.0,5.0,3.0
2,Coma Pinwheel,Backward,Away win,10,2017,300,17.0,4.0,587.0,493.0,94.0,12.0,2.0,273.0,195.0,78.0,5.0,2.0,29.0,6.0,860.0,688.0,172.0,0.84,0.7144,0.8,8.0,9.0,3.0,1.0,285.0,302.0,239.0,254.0,46.0,48.0,0.8384,0.841,3.0,9.0,0.0,2.0,140.0,133.0,102.0,93.0,38.0,40.0,0.7285,0.699,5.0,0.0,3.0,-1.0
2,Comet,Backward,Draw,4,2018,113,5.0,2.0,436.0,352.0,84.0,7.0,2.0,255.0,173.0,82.0,-2.0,0.0,12.0,4.0,691.0,525.0,166.0,0.807,0.678,0.76,4.0,1.0,2.0,0.0,206.0,230.0,163.0,189.0,43.0,41.0,0.7915,0.822,2.0,5.0,0.0,2.0,144.0,111.0,94.0,79.0,50.0,32.0,0.653,0.712,2.0,-4.0,2.0,-2.0
2,Fireworks,Backward,Away win,1,2018,20,9.0,0.0,619.0,538.0,81.0,13.0,3.0,360.0,280.0,80.0,-4.0,-3.0,22.0,3.0,979.0,818.0,161.0,0.869,0.778,0.8354,5.0,4.0,0.0,0.0,342.0,277.0,309.0,229.0,33.0,48.0,0.9033,0.8267,8.0,5.0,2.0,1.0,186.0,174.0,147.0,133.0,39.0,41.0,0.7905,0.764,-3.0,-1.0,-2.0,-1.0
2,Medusa Merger,Backward,Home Win,2,2018,48,10.0,3.0,626.0,546.0,80.0,11.0,6.0,282.0,215.0,67.0,-1.0,-3.0,21.0,9.0,908.0,761.0,147.0,0.872,0.762,0.838,4.0,6.0,1.0,2.0,305.0,321.0,263.0,283.0,42.0,38.0,0.8623,0.882,5.0,6.0,3.0,3.0,148.0,134.0,110.0,105.0,38.0,29.0,0.743,0.7837,-1.0,0.0,-2.0,-1.0
2,Milky Way,Backward,Draw,5,2018,121,7.0,3.0,417.0,336.0,81.0,9.0,2.0,419.0,330.0,89.0,-2.0,1.0,16.0,5.0,836.0,666.0,170.0,0.8057,0.7876,0.797,4.0,3.0,3.0,0.0,215.0,202.0,182.0,154.0,33.0,48.0,0.8467,0.762,3.0,6.0,1.0,1.0,193.0,226.0,156.0,174.0,37.0,52.0,0.808,0.77,1.0,-3.0,2.0,-1.0
2,Backward,Comet,Home Win,10,2017,297,10.0,3.0,315.0,238.0,77.0,18.0,5.0,620.0,527.0,93.0,-8.0,-2.0,28.0,8.0,935.0,765.0,170.0,0.7554,0.85,0.8184,7.0,3.0,1.0,2.0,161.0,154.0,130.0,108.0,31.0,46.0,0.8076,0.701,7.0,11.0,2.0,3.0,273.0,347.0,227.0,300.0,46.0,47.0,0.8315,0.8647,0.0,-8.0,-1.0,-1.0
2,Sculptor,Coma Pinwheel,Home Win,11,2017,329,11.0,3.0,625.0,542.0,83.0,13.0,5.0,450.0,372.0,78.0,-2.0,-2.0,24.0,8.0,1075.0,914.0,161.0,0.867,0.8267,0.85,6.0,5.0,2.0,1.0,355.0,270.0,312.0,230.0,43.0,40.0,0.879,0.852,6.0,7.0,1.0,4.0,178.0,272.0,144.0,228.0,34.0,44.0,0.809,0.8384,0.0,-2.0,1.0,-3.0
2,Cigar,Coma Pinwheel,Draw,12,2017,343,11.0,3.0,530.0,405.0,125.0,7.0,2.0,413.0,316.0,97.0,4.0,1.0,18.0,5.0,943.0,721.0,222.0,0.764,0.765,0.7646,2.0,9.0,0.0,3.0,244.0,286.0,176.0,229.0,68.0,57.0,0.721,0.801,5.0,2.0,2.0,0.0,217.0,196.0,169.0,147.0,48.0,49.0,0.779,0.75,-3.0,7.0,-2.0,3.0
2,Coma Pinwheel,Cigar,Home Win,5,2018,146,9.0,0.0,442.0,351.0,91.0,16.0,3.0,466.0,387.0,79.0,-7.0,-3.0,25.0,3.0,908.0,738.0,170.0,0.794,0.8306,0.813,6.0,3.0,0.0,0.0,261.0,181.0,225.0,126.0,36.0,55.0,0.8623,0.6963,6.0,10.0,1.0,2.0,227.0,239.0,185.0,202.0,42.0,37.0,0.815,0.845,0.0,-7.0,-1.0,-2.0
2,Coma Pinwheel,Sunflower,Away win,1,2018,30,9.0,4.0,537.0,455.0,82.0,10.0,6.0,364.0,292.0,72.0,-1.0,-2.0,19.0,10.0,901.0,747.0,154.0,0.847,0.8022,0.829,5.0,4.0,2.0,2.0,301.0,236.0,259.0,196.0,42.0,40.0,0.8604,0.8306,8.0,2.0,5.0,1.0,172.0,192.0,138.0,154.0,34.0,38.0,0.8022,0.8022,-3.0,2.0,-3.0,1.0
2,Coma Pinwheel,Comet,Home Win,11,2017,325,6.0,1.0,500.0,411.0,89.0,17.0,3.0,471.0,368.0,103.0,-11.0,-2.0,23.0,4.0,971.0,779.0,192.0,0.822,0.7812,0.8022,2.0,4.0,0.0,1.0,275.0,225.0,230.0,181.0,45.0,44.0,0.8364,0.8047,4.0,13.0,1.0,2.0,207.0,264.0,155.0,213.0,52.0,51.0,0.749,0.8066,-2.0,-9.0,-1.0,-1.0
2,Coma Pinwheel,Fireworks,Draw,4,2018,111,6.0,4.0,492.0,415.0,77.0,9.0,6.0,458.0,384.0,74.0,-3.0,-2.0,15.0,10.0,950.0,799.0,151.0,0.8433,0.8384,0.841,3.0,3.0,3.0,1.0,259.0,233.0,220.0,195.0,39.0,38.0,0.8496,0.837,5.0,4.0,4.0,2.0,230.0,228.0,193.0,191.0,37.0,37.0,0.8394,0.838,-2.0,-1.0,-1.0,-1.0
2,Coma Pinwheel,Milky Way,Draw,4,2018,114,21.0,7.0,397.0,307.0,90.0,12.0,3.0,470.0,386.0,84.0,9.0,4.0,33.0,10.0,867.0,693.0,174.0,0.7734,0.8213,0.7993,11.0,10.0,4.0,3.0,200.0,197.0,157.0,150.0,43.0,47.0,0.785,0.761,4.0,8.0,0.0,3.0,260.0,210.0,218.0,168.0,42.0,42.0,0.8384,0.8,7.0,2.0,4.0,0.0
2,Cosmos Redshift 7,Coma Pinwheel,Home Win,5,2018,126,16.0,2.0,480.0,398.0,82.0,12.0,2.0,437.0,360.0,77.0,4.0,0.0,28.0,4.0,917.0,758.0,159.0,0.829,0.8237,0.8267,12.0,4.0,1.0,1.0,288.0,192.0,239.0,159.0,49.0,33.0,0.83,0.828,2.0,10.0,1.0,1.0,184.0,253.0,135.0,225.0,49.0,28.0,0.734,0.889,10.0,-6.0,0.0,0.0
2,Fireworks,Coma Pinwheel,Draw,1,2018,8,17.0,7.0,493.0,411.0,82.0,8.0,5.0,510.0,430.0,80.0,9.0,2.0,25.0,12.0,1003.0,841.0,162.0,0.8335,0.8433,0.8384,7.0,10.0,2.0,5.0,259.0,234.0,219.0,192.0,40.0,42.0,0.8457,0.8203,4.0,4.0,3.0,2.0,270.0,240.0,235.0,195.0,35.0,45.0,0.8706,0.8125,3.0,6.0,-1.0,3.0
1,Backward,Sculptor,Draw,8,2016,238,12.0,2.0,335.0,250.0,85.0,11.0,7.0,456.0,373.0,83.0,1.0,-5.0,23.0,9.0,791.0,623.0,168.0,0.746,0.818,0.7876,4.0,8.0,1.0,1.0,152.0,183.0,107.0,143.0,45.0,40.0,0.704,0.7812,7.0,4.0,5.0,2.0,257.0,199.0,215.0,158.0,42.0,41.0,0.8364,0.794,-3.0,4.0,-4.0,-1.0
1,Backward,Sombrero,Away win,9,2016,266,8.0,3.0,362.0,291.0,71.0,13.0,3.0,384.0,296.0,88.0,-5.0,0.0,21.0,6.0,746.0,587.0,159.0,0.8037,0.771,0.7866,4.0,4.0,1.0,2.0,168.0,194.0,138.0,153.0,30.0,41.0,0.8213,0.7886,8.0,5.0,1.0,2.0,194.0,190.0,154.0,142.0,40.0,48.0,0.794,0.7476,-4.0,-1.0,0.0,0.0
1,Backward,Milky Way,Away win,8,2016,241,13.0,3.0,344.0,247.0,97.0,15.0,1.0,341.0,231.0,110.0,-2.0,2.0,28.0,4.0,685.0,478.0,207.0,0.7183,0.6772,0.6978,5.0,8.0,1.0,2.0,145.0,199.0,104.0,143.0,41.0,56.0,0.7173,0.7188,9.0,6.0,0.0,1.0,164.0,177.0,111.0,120.0,53.0,57.0,0.677,0.6777,-4.0,2.0,1.0,1.0
1,Cigar,Backward,Home Win,9,2016,272,14.0,5.0,464.0,376.0,88.0,19.0,9.0,377.0,279.0,98.0,-5.0,-4.0,33.0,14.0,841.0,655.0,186.0,0.8105,0.74,0.779,4.0,10.0,2.0,3.0,253.0,211.0,211.0,165.0,42.0,46.0,0.834,0.782,6.0,13.0,2.0,7.0,177.0,200.0,125.0,154.0,52.0,46.0,0.706,0.77,-2.0,-3.0,0.0,-4.0
1,Coma Pinwheel,Backward,Away win,9,2016,259,15.0,5.0,532.0,444.0,88.0,14.0,2.0,283.0,209.0,74.0,1.0,3.0,29.0,7.0,815.0,653.0,162.0,0.8345,0.7383,0.8013,6.0,9.0,2.0,3.0,230.0,302.0,188.0,256.0,42.0,46.0,0.8174,0.8477,6.0,8.0,0.0,2.0,157.0,126.0,116.0,93.0,41.0,33.0,0.739,0.7383,0.0,1.0,2.0,1.0
1,Comet,Backward,Home Win,10,2016,276,7.0,2.0,358.0,255.0,103.0,13.0,4.0,432.0,338.0,94.0,-6.0,-2.0,20.0,6.0,790.0,593.0,197.0,0.7124,0.782,0.7505,5.0,2.0,1.0,1.0,224.0,134.0,170.0,85.0,54.0,49.0,0.759,0.6343,6.0,7.0,1.0,3.0,193.0,239.0,150.0,188.0,43.0,51.0,0.7773,0.7866,-1.0,-5.0,0.0,-2.0
1,Butterfly,Cigar,Home Win,8,2017,242,7.0,5.0,477.0,369.0,108.0,13.0,3.0,427.0,312.0,115.0,-6.0,2.0,20.0,8.0,904.0,681.0,223.0,0.7734,0.7305,0.7534,6.0,1.0,4.0,1.0,242.0,235.0,190.0,179.0,52.0,56.0,0.785,0.7617,4.0,9.0,2.0,1.0,216.0,211.0,155.0,157.0,61.0,54.0,0.718,0.744,2.0,-8.0,2.0,0.0
1,Butterfly,Fireworks,Home Win,8,2016,241,14.0,3.0,577.0,477.0,100.0,4.0,0.0,333.0,241.0,92.0,10.0,3.0,18.0,3.0,910.0,718.0,192.0,0.8267,0.7236,0.789,8.0,6.0,3.0,0.0,312.0,265.0,264.0,213.0,48.0,52.0,0.846,0.8037,3.0,1.0,0.0,0.0,177.0,156.0,134.0,107.0,43.0,49.0,0.757,0.686,5.0,5.0,3.0,0.0
1,Sculptor,Butterfly,Draw,8,2017,239,11.0,3.0,470.0,402.0,68.0,9.0,3.0,466.0,388.0,78.0,2.0,0.0,20.0,6.0,936.0,790.0,146.0,0.8555,0.8325,0.844,9.0,2.0,3.0,0.0,274.0,196.0,245.0,157.0,29.0,39.0,0.894,0.801,2.0,7.0,0.0,3.0,215.0,251.0,184.0,204.0,31.0,47.0,0.856,0.813,7.0,-5.0,3.0,-3.0
1,Coma Pinwheel,Butterfly,Home Win,9,2017,245,8.0,3.0,407.0,316.0,91.0,9.0,2.0,601.0,501.0,100.0,-1.0,1.0,17.0,5.0,1008.0,817.0,191.0,0.7764,0.8335,0.8105,5.0,3.0,2.0,1.0,247.0,160.0,205.0,111.0,42.0,49.0,0.83,0.694,3.0,6.0,1.0,1.0,249.0,352.0,204.0,297.0,45.0,55.0,0.8193,0.8438,2.0,-3.0,1.0,0.0
1,Comet,Butterfly,Draw,8,2017,236,5.0,0.0,404.0,309.0,95.0,13.0,3.0,483.0,373.0,110.0,-8.0,-3.0,18.0,3.0,887.0,682.0,205.0,0.7646,0.7725,0.769,4.0,1.0,0.0,0.0,216.0,188.0,174.0,135.0,42.0,53.0,0.8057,0.7183,5.0,8.0,1.0,2.0,234.0,249.0,184.0,189.0,50.0,60.0,0.786,0.7593,-1.0,-7.0,-1.0,-2.0
1,Cosmos Redshift 7,Butterfly,Draw,8,2017,227,16.0,7.0,451.0,366.0,85.0,12.0,1.0,389.0,300.0,89.0,4.0,6.0,28.0,8.0,840.0,666.0,174.0,0.8115,0.771,0.793,7.0,9.0,2.0,5.0,225.0,226.0,184.0,182.0,41.0,44.0,0.818,0.805,5.0,7.0,0.0,1.0,187.0,202.0,149.0,151.0,38.0,51.0,0.797,0.7476,2.0,2.0,2.0,4.0
1,Eye of Sauron,Butterfly,Away win,8,2016,227,11.0,2.0,445.0,352.0,93.0,6.0,2.0,463.0,364.0,99.0,5.0,0.0,17.0,4.0,908.0,716.0,192.0,0.791,0.786,0.7886,5.0,6.0,2.0,0.0,221.0,224.0,171.0,181.0,50.0,43.0,0.774,0.808,3.0,3.0,0.0,2.0,236.0,227.0,188.0,176.0,48.0,51.0,0.7964,0.7754,2.0,3.0,2.0,-2.0
1,Fireworks,Butterfly,Away win,1,2017,4,13.0,1.0,563.0,475.0,88.0,7.0,3.0,463.0,380.0,83.0,6.0,-2.0,20.0,4.0,1026.0,855.0,171.0,0.8438,0.821,0.8335,8.0,5.0,0.0,1.0,254.0,309.0,216.0,259.0,38.0,50.0,0.8506,0.8384,1.0,6.0,0.0,3.0,276.0,187.0,237.0,143.0,39.0,44.0,0.859,0.7646,7.0,-1.0,0.0,-2.0
1,Medusa Merger,Butterfly,Draw,1,2017,7,15.0,4.0,503.0,417.0,86.0,6.0,1.0,309.0,227.0,82.0,9.0,3.0,21.0,5.0,812.0,644.0,168.0,0.829,0.735,0.793,8.0,7.0,3.0,1.0,236.0,267.0,191.0,226.0,45.0,41.0,0.809,0.8467,2.0,4.0,1.0,0.0,144.0,165.0,103.0,124.0,41.0,41.0,0.7153,0.7515,6.0,3.0,2.0,1.0
2,Fireworks,Tadpole,Draw,10,2017,298,8.0,1.0,463.0,377.0,86.0,9.0,1.0,668.0,576.0,92.0,-1.0,0.0,17.0,2.0,1131.0,953.0,178.0,0.8145,0.8623,0.843,3.0,5.0,0.0,1.0,240.0,223.0,197.0,180.0,43.0,43.0,0.821,0.807,4.0,5.0,0.0,1.0,335.0,333.0,290.0,286.0,45.0,47.0,0.8657,0.859,-1.0,0.0,0.0,0.0
2,Tadpole,Sculptor,Home Win,10,2017,301,13.0,1.0,483.0,377.0,106.0,8.0,2.0,562.0,466.0,96.0,5.0,-1.0,21.0,3.0,1045.0,843.0,202.0,0.781,0.829,0.8066,3.0,10.0,0.0,1.0,253.0,230.0,207.0,170.0,46.0,60.0,0.8184,0.7393,5.0,3.0,2.0,0.0,284.0,278.0,241.0,225.0,43.0,53.0,0.8486,0.8096,-2.0,7.0,-2.0,1.0
1,Butterfly,Cartwheel,Home Win,12,2016,355,21.0,5.0,484.0,404.0,80.0,10.0,2.0,563.0,486.0,77.0,11.0,3.0,31.0,7.0,1047.0,890.0,157.0,0.8345,0.8633,0.85,10.0,11.0,3.0,2.0,236.0,248.0,200.0,204.0,36.0,44.0,0.8477,0.8228,5.0,5.0,0.0,2.0,288.0,275.0,252.0,234.0,36.0,41.0,0.875,0.851,5.0,6.0,3.0,0.0
1,Butterfly,Circinus,Draw,3,2017,66,15.0,2.0,651.0,540.0,111.0,8.0,4.0,341.0,246.0,95.0,7.0,-2.0,23.0,6.0,992.0,786.0,206.0,0.8296,0.721,0.7925,6.0,9.0,1.0,1.0,348.0,303.0,293.0,247.0,55.0,56.0,0.842,0.815,2.0,6.0,2.0,2.0,193.0,148.0,147.0,99.0,46.0,49.0,0.7617,0.669,4.0,3.0,-1.0,-1.0
1,Butterfly,Sombrero,Draw,2,2017,50,7.0,5.0,418.0,324.0,94.0,10.0,4.0,340.0,243.0,97.0,-3.0,1.0,17.0,9.0,758.0,567.0,191.0,0.775,0.715,0.748,3.0,4.0,2.0,3.0,231.0,187.0,180.0,144.0,51.0,43.0,0.7793,0.77,7.0,3.0,3.0,1.0,179.0,161.0,128.0,115.0,51.0,46.0,0.715,0.7144,-4.0,1.0,-1.0,2.0
1,Butterfly,Coma Pinwheel,Home Win,3,2017,69,18.0,3.0,460.0,369.0,91.0,9.0,5.0,403.0,319.0,84.0,9.0,-2.0,27.0,8.0,863.0,688.0,175.0,0.8022,0.7915,0.7974,10.0,8.0,1.0,2.0,250.0,210.0,201.0,168.0,49.0,42.0,0.804,0.8,3.0,6.0,2.0,3.0,190.0,213.0,149.0,170.0,41.0,43.0,0.784,0.7983,7.0,2.0,-1.0,-1.0
1,Butterfly,Comet,Away win,2,2017,43,6.0,2.0,504.0,405.0,99.0,5.0,0.0,371.0,289.0,82.0,1.0,2.0,11.0,2.0,875.0,694.0,181.0,0.8037,0.779,0.793,2.0,4.0,1.0,1.0,209.0,295.0,166.0,239.0,43.0,56.0,0.7944,0.81,2.0,3.0,0.0,0.0,235.0,136.0,199.0,90.0,36.0,46.0,0.8467,0.6616,0.0,1.0,1.0,1.0
1,Butterfly,Cosmos Redshift 7,Home Win,9,2016,265,6.0,1.0,333.0,257.0,76.0,14.0,6.0,619.0,516.0,103.0,-8.0,-5.0,20.0,7.0,952.0,773.0,179.0,0.772,0.8335,0.812,4.0,2.0,1.0,0.0,177.0,156.0,137.0,120.0,40.0,36.0,0.774,0.769,9.0,5.0,3.0,3.0,327.0,292.0,276.0,240.0,51.0,52.0,0.844,0.822,-5.0,-3.0,-2.0,-3.0
